tree_ID,bloc,treatment,genus,species,Notes,102,103,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Poba_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,populus,populus_balsamifera,,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B1_R1,1,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B1_R2,1,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B1_R3,1,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B1_R4,1,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B1_R5,1,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B2_R6,2,CoolS/CoolF,prunus,prunus_virginiana,,3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B2_R7,2,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B2_R8,2,CoolS/CoolF,prunus,prunus_virginiana,,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B2_R9,2,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B2_R10,2,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B3_R11,3,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B3_R12,3,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B3_R13,3,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B3_R14,3,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B3_R15,3,CoolS/CoolF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,,3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,main branch dead,3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,,3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,"main stem 2, smaller branch 3",2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B1_R1,1,CoolS/WarmF,prunus,prunus_virginiana,,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B1_R2,1,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B1_R3,1,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B1_R4,1,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B1_R5,1,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B2_R6,2,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B2_R7,2,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B2_R8,2,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B2_R9,2,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B2_R10,2,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B3_R11,3,CoolS/WarmF,prunus,prunus_virginiana,,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B3_R12,3,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B3_R13,3,CoolS/WarmF,prunus,prunus_virginiana,main maybe dead,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B3_R14,3,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_CoolS/WarmF_B3_R15,3,CoolS/WarmF,prunus,prunus_virginiana,,4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B1_R1,1,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B1_R2,1,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B1_R3,1,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B1_R4,1,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B1_R5,1,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B2_R6,2,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B2_R7,2,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B2_R8,2,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B2_R9,2,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B2_R10,2,WarmS/CoolF,prunus,prunus_virginiana,,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B3_R11,3,WarmS/CoolF,prunus,prunus_virginiana,dead,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B3_R12,3,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B3_R13,3,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B3_R14,3,WarmS/CoolF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/CoolF_B3_R15,3,WarmS/CoolF,prunus,prunus_virginiana,dead,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B1_R1,1,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B1_R2,1,WarmS/WarmF,prunus,prunus_virginiana,terminal buds seem dead,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B1_R3,1,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B1_R4,1,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B1_R5,1,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B2_R6,2,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B2_R7,2,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B2_R8,2,WarmS/WarmF,prunus,prunus_virginiana,dead--dendrometer switch it?,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B2_R9,2,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B2_R10,2,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B3_R11,3,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B3_R12,3,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B3_R13,3,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B3_R14,3,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B3_R15,3,WarmS/WarmF,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B1_R1_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,dead,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,dead,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Prvi_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,,NA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B1_R1,1,CoolS/CoolF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B1_R2,1,CoolS/CoolF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B1_R3,1,CoolS/CoolF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B1_R4,1,CoolS/CoolF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B1_R5,1,CoolS/CoolF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B2_R6,2,CoolS/CoolF,quercus,quercus_macrocarpa,,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B2_R7,2,CoolS/CoolF,quercus,quercus_macrocarpa,,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B2_R8,2,CoolS/CoolF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B2_R9,2,CoolS/CoolF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B2_R10,2,CoolS/CoolF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B3_R11,3,CoolS/CoolF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B3_R12,3,CoolS/CoolF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B3_R13,3,CoolS/CoolF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B3_R14,3,CoolS/CoolF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B3_R15,3,CoolS/CoolF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B1_R1,1,CoolS/WarmF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B1_R2,1,CoolS/WarmF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B1_R3,1,CoolS/WarmF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B1_R4,1,CoolS/WarmF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B1_R5,1,CoolS/WarmF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B2_R6,2,CoolS/WarmF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B2_R7,2,CoolS/WarmF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B2_R8,2,CoolS/WarmF,quercus,quercus_macrocarpa,,2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B2_R9,2,CoolS/WarmF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B2_R10,2,CoolS/WarmF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B3_R11,3,CoolS/WarmF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B3_R12,3,CoolS/WarmF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B3_R13,3,CoolS/WarmF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B3_R14,3,CoolS/WarmF,quercus,quercus_macrocarpa,,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_CoolS/WarmF_B3_R15,3,CoolS/WarmF,quercus,quercus_macrocarpa,,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B1_R1,1,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B1_R2,1,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B1_R3,1,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B1_R4,1,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B1_R5,1,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B2_R6,2,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B2_R7,2,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B2_R8,2,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B2_R9,2,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B2_R10,2,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B3_R11,3,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B3_R12,3,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B3_R13,3,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B3_R14,3,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/CoolF_B3_R15,3,WarmS/CoolF,quercus,quercus_macrocarpa,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/WarmF_B1_R1,1,WarmS/WarmF,quercus,quercus_macrocarpa,,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/WarmF_B1_R2,1,WarmS/WarmF,quercus,quercus_macrocarpa,,NA,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/WarmF_B1_R3,1,WarmS/WarmF,quercus,quercus_macrocarpa,,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/WarmF_B1_R4,1,WarmS/WarmF,quercus,quercus_macrocarpa,,NA,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/WarmF_B1_R5,1,WarmS/WarmF,quercus,quercus_macrocarpa,,NA,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/WarmF_B2_R6,2,WarmS/WarmF,quercus,quercus_macrocarpa,dead,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/WarmF_B2_R7,2,WarmS/WarmF,quercus,quercus_macrocarpa,,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/WarmF_B2_R8,2,WarmS/WarmF,quercus,quercus_macrocarpa,,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Quma_WarmS/WarmF_B2_R9,2,WarmS/WarmF,quercus,quercus_macrocarpa,,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,
